Animal Type,Outcome Type,Color,Animal ID
Dog,Euthanasia,Cream/White,1
Dog,Euthanasia,Fawn,17
Dog,Euthanasia,Fawn/Black,1
Dog,Euthanasia,Fawn/Tan,1
Dog,Euthanasia,Fawn/White,14
Dog,Euthanasia,Gold,5
Dog,Euthanasia,Gold/Gold,2
Dog,Euthanasia,Gold/White,5
Dog,Euthanasia,Gray,5
Dog,Euthanasia,Gray/Black,4
Dog,Euthanasia,Gray/Tan,1
Dog,Euthanasia,Gray/White,9
Dog,Euthanasia,Red,42
Dog,Euthanasia,Red Merle,3
Dog,Euthanasia,Red Merle/White,2
Dog,Euthanasia,Red Tick,1
Dog,Euthanasia,Red Tick/White,1
Dog,Euthanasia,Red/Black,5
Dog,Euthanasia,Red/Brown,3
Dog,Euthanasia,Red/Gold,1
Dog,Euthanasia,Red/Tan,3
Dog,Euthanasia,Red/White,34
Dog,Euthanasia,Sable,10
Dog,Euthanasia,Sable/White,3
Dog,Euthanasia,Silver/Chocolate,1
Dog,Euthanasia,Silver/Gray,1
Dog,Euthanasia,Silver/Tan,1
Dog,Euthanasia,Tan,101
Dog,Euthanasia,Tan/Black,17
Dog,Euthanasia,Tan/Blue,1
Dog,Euthanasia,Tan/Brown,7
Dog,Euthanasia,Tan/Brown Brindle,1
Dog,Euthanasia,Tan/Buff,2
Dog,Euthanasia,Tan/Gray,2
Dog,Euthanasia,Tan/White,99
Dog,Euthanasia,Tan/Yellow Brindle,1
Dog,Euthanasia,Tricolor,47
Dog,Euthanasia,Tricolor/Black,1
Dog,Euthanasia,Tricolor/Blue,1
Dog,Euthanasia,Tricolor/Brown,1
Dog,Euthanasia,Tricolor/Red Tick,1
Dog,Euthanasia,White,107
Dog,Euthanasia,White/Black,68
Dog,Euthanasia,White/Black Brindle,1
Dog,Euthanasia,White/Blue,5
Dog,Euthanasia,White/Blue Cream,1
Dog,Euthanasia,White/Brown,68
Dog,Euthanasia,White/Brown Brindle,14
Dog,Euthanasia,White/Chocolate,4
Dog,Euthanasia,White/Cream,1
Dog,Euthanasia,White/Gold,1
Dog,Euthanasia,White/Gray,5
Dog,Euthanasia,White/Liver,1
Dog,Euthanasia,White/Red,14
Dog,Euthanasia,White/Red Merle,2
Dog,Euthanasia,White/Silver,1
Dog,Euthanasia,White/Tan,44
Dog,Euthanasia,White/Tricolor,6
Dog,Euthanasia,White/White,1
Dog,Euthanasia,Yellow,14
Dog,Euthanasia,Yellow Brindle/White,4
Dog,Euthanasia,Yellow/White,3
Dog,Lost,Brown,1
Dog,Missing,Black,1
Dog,Missing,Black/Blue Tick,1
Dog,Missing,Black/Tricolor,1
Dog,Missing,Black/White,3
Dog,Missing,Blue,2
Dog,Missing,Blue Tiger/White,1
Dog,Missing,Blue/Gray,1
Dog,Missing,Blue/White,4
Dog,Missing,Brown/Fawn,1
Dog,Missing,Brown/White,3
Dog,Missing,Fawn/Tricolor,1
Dog,Missing,Fawn/White,1
Dog,Missing,Red/White,1
Dog,Missing,Tan/Black,1
Dog,Missing,Tan/White,3
Dog,Missing,Tricolor,2
Dog,Missing,White/Black,2
Dog,Missing,White/Brown Brindle,1
Dog,Missing,Yellow Brindle,2
Dog,Return to Owner,Agouti,2
Dog,Return to Owner,Apricot,19
Dog,Return to Owner,Apricot/Brown,2
Dog,Return to Owner,Apricot/Tricolor,2
Dog,Return to Owner,Apricot/White,6
Dog,Return to Owner,Black,1160
Dog,Return to Owner,Black Brindle,33
Dog,Return to Owner,Black Brindle/Black,2
Dog,Return to Owner,Black Brindle/Blue,1
Dog,Return to Owner,Black Brindle/Brown,7
Dog,Return to Owner,Black Brindle/White,72
Dog,Return to Owner,Black Smoke,2
Dog,Return to Owner,Black Smoke/Brown,2
Dog,Return to Owner,Black Smoke/Gray,1
Dog,Return to Owner,Black Smoke/White,2
Dog,Return to Owner,Black/Black,17
Dog,Return to Owner,Black/Black Brindle,1
Dog,Return to Owner,Black/Black Smoke,1
Dog,Return to Owner,Black/Blue,1
Dog,Return to Owner,Black/Blue Merle,6
Dog,Return to Owner,Black/Blue Tick,8
Dog,Return to Owner,Black/Brown,742
Dog,Return to Owner,Black/Brown Brindle,24
Dog,Return to Owner,Black/Brown Merle,1
Dog,Return to Owner,Black/Buff,7
Dog,Return to Owner,Black/Chocolate,2
Dog,Return to Owner,Black/Cream,16
Dog,Return to Owner,Black/Fawn,3
Dog,Return to Owner,Black/Gray,105
Dog,Return to Owner,Black/Orange,2
Dog,Return to Owner,Black/Red,28
Dog,Return to Owner,Black/Silver,8
Dog,Return to Owner,Black/Tan,821
Dog,Return to Owner,Black/Tricolor,82
Dog,Return to Owner,Black/White,2226
Dog,Return to Owner,Black/Yellow,1
Dog,Return to Owner,Black/Yellow Brindle,2
Dog,Return to Owner,Blue,144
Dog,Return to Owner,Blue Cream,1
Dog,Return to Owner,Blue Cream/White,7
Dog,Return to Owner,Blue Merle,86
Dog,Return to Owner,Blue Merle/Black,6
Dog,Return to Owner,Blue Merle/Blue Merle,1
Dog,Return to Owner,Blue Merle/Brown,8
Dog,Return to Owner,Blue Merle/Tan,18
Dog,Return to Owner,Blue Merle/Tricolor,2
Dog,Return to Owner,Blue Merle/White,70
Dog,Return to Owner,Blue Smoke,1
Dog,Return to Owner,Blue Smoke/White,1
Dog,Return to Owner,Blue Tick,23
Dog,Return to Owner,Blue Tick/Black,10
Dog,Return to Owner,Blue Tick/Brown,4
Dog,Return to Owner,Blue Tick/Red,1
Dog,Return to Owner,Blue Tick/Red Tick,1
Dog,Return to Owner,Blue Tick/Tan,2
Dog,Return to Owner,Blue Tick/Tricolor,2
Dog,Return to Owner,Blue Tick/White,5
Dog,Return to Owner,Blue Tiger,4
Dog,Return to Owner,Blue Tiger/White,16
Dog,Return to Owner,Blue/Black,9
Dog,Return to Owner,Blue/Black Brindle,2
Dog,Return to Owner,Blue/Brown,3
Dog,Return to Owner,Blue/Brown Brindle,2
Dog,Return to Owner,Blue/Cream,1
Dog,Return to Owner,Blue/Gray,5
Dog,Return to Owner,Blue/Silver,1
Dog,Return to Owner,Blue/Tan,39
Dog,Return to Owner,Blue/Tricolor,5
Dog,Return to Owner,Blue/White,743
Dog,Return to Owner,Blue/Yellow Brindle,1
Dog,Return to Owner,Brown,821
Dog,Return to Owner,Brown Brindle,282
Dog,Return to Owner,Brown Brindle/Black,17
Dog,Return to Owner,Brown Brindle/Blue Tick,1
Dog,Return to Owner,Brown Brindle/Brown,9
Dog,Return to Owner,Brown Brindle/Brown Brindle,1
Dog,Return to Owner,Brown Brindle/Brown Merle,1
Dog,Return to Owner,Brown Brindle/Fawn,2
Dog,Return to Owner,Brown Brindle/Gray,1
Dog,Return to Owner,Brown Brindle/Tan,4
Dog,Return to Owner,Brown Brindle/White,640
Dog,Return to Owner,Brown Merle,31
Dog,Return to Owner,Brown Merle/Black,1
Dog,Return to Owner,Brown Merle/Blue Merle,1
Dog,Return to Owner,Brown Merle/Gray,2
Dog,Return to Owner,Brown Merle/White,41
Dog,Return to Owner,Brown Tiger,1
Dog,Return to Owner,Brown Tiger/White,3
Dog,Return to Owner,Brown/Apricot,1
Dog,Return to Owner,Brown/Black,555
Dog,Return to Owner,Brown/Black Brindle,1
Dog,Return to Owner,Brown/Blue,1
Dog,Return to Owner,Brown/Blue Merle,2
Dog,Return to Owner,Brown/Brown,8
Dog,Return to Owner,Brown/Brown Brindle,4
Dog,Return to Owner,Brown/Brown Merle,1
Dog,Return to Owner,Brown/Buff,3
Dog,Return to Owner,Brown/Chocolate,1
Dog,Return to Owner,Brown/Cream,5
Dog,Return to Owner,Brown/Fawn,4
Dog,Return to Owner,Brown/Gray,15
Dog,Return to Owner,Brown/Red,5
Dog,Return to Owner,Brown/Red Merle,1
Dog,Return to Owner,Brown/Red Tick,1
Dog,Return to Owner,Brown/Silver,6
Dog,Return to Owner,Brown/Tan,149
Dog,Return to Owner,Brown/Tricolor,25
Dog,Return to Owner,Brown/White,1193
Dog,Return to Owner,Buff,140
Dog,Return to Owner,Buff/Black,8
Dog,Return to Owner,Buff/Cream,1
Dog,Return to Owner,Buff/Gray,1
Dog,Return to Owner,Buff/Red,1
Dog,Return to Owner,Buff/Tan,11
Dog,Return to Owner,Buff/White,39
Dog,Return to Owner,Buff/Yellow,4
Dog,Return to Owner,Chocolate,205
Dog,Return to Owner,Chocolate/Black,3
Dog,Return to Owner,Chocolate/Brown,5
Dog,Return to Owner,Chocolate/Brown Brindle,1
Dog,Return to Owner,Chocolate/Chocolate,1
Dog,Return to Owner,Chocolate/Fawn,1
Dog,Return to Owner,Chocolate/Gray,3
Dog,Return to Owner,Chocolate/Liver Tick,1
Dog,Return to Owner,Chocolate/Red,2
Dog,Return to Owner,Chocolate/Tan,88
Dog,Return to Owner,Chocolate/Tricolor,6
Dog,Return to Owner,Chocolate/White,238
Dog,Return to Owner,Cream,172
Dog,Return to Owner,Cream/Black,23
Dog,Return to Owner,Cream/Brown,8
Dog,Return to Owner,Cream/Cream,1
Dog,Return to Owner,Cream/Gray,1
Dog,Return to Owner,Cream/Red,3
Dog,Return to Owner,Cream/Tan,17
Dog,Return to Owner,Cream/Tricolor,1
Dog,Return to Owner,Cream/White,53
Dog,Return to Owner,Cream/Yellow,1
Dog,Return to Owner,Fawn,92
Dog,Return to Owner,Fawn/Black,21
Dog,Return to Owner,Fawn/Blue,3
Dog,Return to Owner,Fawn/Brown,6
Dog,Return to Owner,Fawn/Gray,4
Dog,Return to Owner,Fawn/Tan,2
Dog,Return to Owner,Fawn/Tricolor,6
Dog,Return to Owner,Fawn/White,197
Dog,Return to Owner,Gold,87
Dog,Return to Owner,Gold/Black,4
Dog,Return to Owner,Gold/Gold,2
Dog,Return to Owner,Gold/Silver,1
Dog,Return to Owner,Gold/White,18
Dog,Return to Owner,Gold/Yellow,1
Dog,Return to Owner,Gray,107
Dog,Return to Owner,Gray/Black,42
Dog,Return to Owner,Gray/Blue,3
Dog,Return to Owner,Gray/Brown,10
Dog,Return to Owner,Gray/Brown Brindle,1
Dog,Return to Owner,Gray/Buff,1
Dog,Return to Owner,Gray/Cream,6
Dog,Return to Owner,Gray/Fawn,1
Dog,Return to Owner,Gray/Gray,2
Dog,Return to Owner,Gray/Silver,3
Dog,Return to Owner,Gray/Tan,17
Dog,Return to Owner,Gray/White,161
Dog,Return to Owner,Liver,1
Dog,Return to Owner,Liver Tick,6
Dog,Return to Owner,Liver/Buff,1
Dog,Return to Owner,Liver/Chocolate,1
Dog,Return to Owner,Liver/Tan,3
Dog,Return to Owner,Liver/White,12
Dog,Return to Owner,Orange,2
Dog,Return to Owner,Orange/Tan,3
Dog,Return to Owner,Orange/White,3
Dog,Return to Owner,Red,390
Dog,Return to Owner,Red Merle,20
Dog,Return to Owner,Red Merle/Red Merle,1
Dog,Return to Owner,Red Merle/Tan,1
Dog,Return to Owner,Red Merle/Tricolor,1
Dog,Return to Owner,Red Merle/White,20
Dog,Return to Owner,Red Tick,18
Dog,Return to Owner,Red Tick/Blue,1
Dog,Return to Owner,Red Tick/Blue Tick,1
Dog,Return to Owner,Red Tick/Brown,3
Dog,Return to Owner,Red Tick/Red,3
Dog,Return to Owner,Red Tick/Tan,2
Dog,Return to Owner,Red Tick/White,12
Dog,Return to Owner,Red/Black,70
Dog,Return to Owner,Red/Brown,23
Dog,Return to Owner,Red/Buff,2
Dog,Return to Owner,Red/Cream,9
Dog,Return to Owner,Red/Gray,3
Dog,Return to Owner,Red/Red Tick,1
Dog,Return to Owner,Red/Silver,1
Dog,Return to Owner,Red/Tan,36
Dog,Return to Owner,Red/White,417
Dog,Return to Owner,Sable,127
Dog,Return to Owner,Sable/Black,9
Dog,Return to Owner,Sable/Brown,3
Dog,Return to Owner,Sable/Cream,6
Dog,Return to Owner,Sable/Red,1
Dog,Return to Owner,Sable/Tan,11
Dog,Return to Owner,Sable/White,49
Dog,Return to Owner,Silver,26
Dog,Return to Owner,Silver/Black,6
Dog,Return to Owner,Silver/Blue,1
Dog,Return to Owner,Silver/Brown,2
Dog,Return to Owner,Silver/Chocolate,1
Dog,Return to Owner,Silver/Cream,1
Dog,Return to Owner,Silver/Red,3
Dog,Return to Owner,Silver/Tan,23
Dog,Return to Owner,Silver/White,7
Dog,Return to Owner,Tan,808
Dog,Return to Owner,Tan/Black,306
Dog,Return to Owner,Tan/Blue,1
Dog,Return to Owner,Tan/Blue Merle,1
Dog,Return to Owner,Tan/Brown,43
Dog,Return to Owner,Tan/Brown Brindle,1
Dog,Return to Owner,Tan/Brown Merle,1
Dog,Return to Owner,Tan/Buff,6
Dog,Return to Owner,Tan/Cream,17
Dog,Return to Owner,Tan/Fawn,2
Dog,Return to Owner,Tan/Gold,2
Dog,Return to Owner,Tan/Gray,15
Dog,Return to Owner,Tan/Red,7
Dog,Return to Owner,Tan/Silver,14
Dog,Return to Owner,Tan/Tan,8
Dog,Return to Owner,Tan/Tricolor,6
Dog,Return to Owner,Tan/White,1025
Dog,Return to Owner,Tan/Yellow,1
Dog,Return to Owner,Tricolor,728
Dog,Return to Owner,Tricolor/Black,17
Dog,Return to Owner,Tricolor/Blue,2
Dog,Return to Owner,Tricolor/Blue Merle,3
Dog,Return to Owner,Tricolor/Blue Tick,4
Dog,Return to Owner,Tricolor/Brown,17
Dog,Return to Owner,Tricolor/Brown Brindle,31
Dog,Return to Owner,Tricolor/Fawn,1
Dog,Return to Owner,Tricolor/Gray,1
Dog,Return to Owner,Tricolor/Red Tick,1
Dog,Return to Owner,Tricolor/Silver,2
Dog,Return to Owner,Tricolor/Tan,4
Dog,Return to Owner,Tricolor/Tricolor,1
Dog,Return to Owner,Tricolor/White,22
Dog,Return to Owner,Unknown,1
Dog,Return to Owner,White,1280
Dog,Return to Owner,White/Apricot,1
Dog,Return to Owner,White/Black,699
Dog,Return to Owner,White/Black Brindle,10
Dog,Return to Owner,White/Black Smoke,1
Dog,Return to Owner,White/Blue,108
Dog,Return to Owner,White/Blue Merle,25
Dog,Return to Owner,White/Blue Tick,1
Dog,Return to Owner,White/Blue Tiger,1
Dog,Return to Owner,White/Brown,711
Dog,Return to Owner,White/Brown Brindle,138
Dog,Return to Owner,White/Brown Merle,3
Dog,Return to Owner,White/Brown Tabby,2
Dog,Return to Owner,White/Buff,22
Dog,Return to Owner,White/Chocolate,32
Dog,Return to Owner,White/Cream,26
Dog,Return to Owner,White/Fawn,4
Dog,Return to Owner,White/Gold,4
Dog,Return to Owner,White/Gray,95
Dog,Return to Owner,White/Gray Tiger,1
Dog,Return to Owner,White/Liver,22
Dog,Return to Owner,White/Liver Tick,2
Dog,Return to Owner,White/Orange,9
Dog,Return to Owner,White/Red,82
Dog,Return to Owner,White/Red Merle,2
Dog,Return to Owner,White/Red Tick,9
Dog,Return to Owner,White/Silver,4
Dog,Return to Owner,White/Tan,515
Dog,Return to Owner,White/Tricolor,68
Dog,Return to Owner,White/White,44
Dog,Return to Owner,White/Yellow,7
Dog,Return to Owner,White/Yellow Brindle,3
Dog,Return to Owner,Yellow,254
Dog,Return to Owner,Yellow Brindle,9
Dog,Return to Owner,Yellow Brindle/Brown,1
Dog,Return to Owner,Yellow Brindle/White,14
Dog,Return to Owner,Yellow/Brown,1
Dog,Return to Owner,Yellow/Cream,1
Dog,Return to Owner,Yellow/Gray,2
Dog,Return to Owner,Yellow/White,38
Dog,Return to Owner,Yellow/Yellow,1
Dog,Rto-Adopt,Apricot,1
Dog,Rto-Adopt,Black,37
Dog,Rto-Adopt,Black Brindle/Brown,2
Dog,Rto-Adopt,Black Smoke/Gray,1
Dog,Rto-Adopt,Black Smoke/White,1
Dog,Rto-Adopt,Black/Black,1
Dog,Rto-Adopt,Black/Brown,29
Dog,Rto-Adopt,Black/Brown Brindle,2
Dog,Rto-Adopt,Black/Chocolate,1
Dog,Rto-Adopt,Black/Gray,2
Dog,Rto-Adopt,Black/Silver,1
Dog,Rto-Adopt,Black/Tan,23
Dog,Rto-Adopt,Black/Tricolor,6
Dog,Rto-Adopt,Black/White,90
Dog,Rto-Adopt,Blue,4
Dog,Rto-Adopt,Blue Cream/White,1
Dog,Rto-Adopt,Blue Merle/White,2
Dog,Rto-Adopt,Blue Tick,1
Dog,Rto-Adopt,Blue/Tan,3
Dog,Rto-Adopt,Blue/Tricolor,1
Dog,Rto-Adopt,Blue/White,36
Dog,Rto-Adopt,Brown,25
Dog,Rto-Adopt,Brown Brindle,17
Dog,Rto-Adopt,Brown Brindle/Black,1
Dog,Rto-Adopt,Brown Brindle/White,32
Dog,Rto-Adopt,Brown/Black,21
Dog,Rto-Adopt,Brown/Black Brindle,1
Dog,Rto-Adopt,Brown/Brown,1
Dog,Rto-Adopt,Brown/Red,1
Dog,Rto-Adopt,Brown/Tan,6
Dog,Rto-Adopt,Brown/Tricolor,1
Dog,Rto-Adopt,Brown/White,60
Dog,Rto-Adopt,Buff/Black,1
Dog,Rto-Adopt,Buff/White,3
Dog,Rto-Adopt,Chocolate,2
Dog,Rto-Adopt,Chocolate/White,11
Dog,Rto-Adopt,Cream,6
Dog,Rto-Adopt,Cream/Black,1
Dog,Rto-Adopt,Cream/Red,1
Dog,Rto-Adopt,Cream/White,2
Dog,Rto-Adopt,Fawn,4
Dog,Rto-Adopt,Fawn/Brown,1
Dog,Rto-Adopt,Fawn/White,7
Dog,Rto-Adopt,Gray,5
Dog,Rto-Adopt,Gray/Brown,1
Dog,Rto-Adopt,Gray/Tricolor,1
Dog,Rto-Adopt,Liver Tick,1
Dog,Rto-Adopt,Liver/White,1
Dog,Rto-Adopt,Red,10
Dog,Rto-Adopt,Red Tick/Brown,1
Dog,Rto-Adopt,Red/Black,1
Dog,Rto-Adopt,Red/Brown,3
Dog,Rto-Adopt,Red/Cream,1
Dog,Rto-Adopt,Red/Tan,1
Dog,Rto-Adopt,Red/White,12
Dog,Rto-Adopt,Sable,3
Dog,Rto-Adopt,Sable/White,1
Dog,Rto-Adopt,Silver,1
Dog,Rto-Adopt,Silver/Cream,1
Dog,Rto-Adopt,Tan,24
Dog,Rto-Adopt,Tan/Black,12
Dog,Rto-Adopt,Tan/Brown,3
Dog,Rto-Adopt,Tan/Tan,1
Dog,Rto-Adopt,Tan/White,49
Dog,Rto-Adopt,Tricolor,16
Dog,Rto-Adopt,Tricolor/Black,3
Dog,Rto-Adopt,Tricolor/Brown,1
Dog,Rto-Adopt,Tricolor/Brown Brindle,2
Dog,Rto-Adopt,Tricolor/Fawn,1
Dog,Rto-Adopt,White,51
Dog,Rto-Adopt,White/Black,31
Dog,Rto-Adopt,White/Blue,3
Dog,Rto-Adopt,White/Blue Merle,1
Dog,Rto-Adopt,White/Brown,27
Dog,Rto-Adopt,White/Brown Brindle,6
Dog,Rto-Adopt,White/Chocolate,1
Dog,Rto-Adopt,White/Cream,1
Dog,Rto-Adopt,White/Gray,5
Dog,Rto-Adopt,White/Red,3
Dog,Rto-Adopt,White/Tan,16
Dog,Rto-Adopt,White/Tricolor,2
Dog,Rto-Adopt,White/White,2
Dog,Rto-Adopt,White/Yellow Brindle,1
Dog,Rto-Adopt,Yellow,4
Dog,Stolen,Brown Brindle/White,1
Dog,Stolen,Tricolor,1
Dog,Transfer,Apricot,26
Dog,Transfer,Apricot/Brown,1
Dog,Transfer,Apricot/White,2
Dog,Transfer,Black,1064
Dog,Transfer,Black Brindle,27
Dog,Transfer,Black Brindle/Black,1
Dog,Transfer,Black Brindle/Brown,2
Dog,Transfer,Black Brindle/Tan,1
Dog,Transfer,Black Brindle/White,59
Dog,Transfer,Black Smoke,3
Dog,Transfer,Black Smoke/White,1
Dog,Transfer,Black Tiger,1
Dog,Transfer,Black/Black,34
Dog,Transfer,Black/Black Brindle,3
Dog,Transfer,Black/Blue,2
Dog,Transfer,Black/Blue Merle,4
Dog,Transfer,Black/Blue Tick,4
Dog,Transfer,Black/Brown,552
Dog,Transfer,Black/Brown Brindle,46
Dog,Transfer,Black/Brown Merle,1
Dog,Transfer,Black/Buff,5
Dog,Transfer,Black/Chocolate,1
Dog,Transfer,Black/Cream,15
Dog,Transfer,Black/Fawn,1
Dog,Transfer,Black/Gold,1
Dog,Transfer,Black/Gray,42
Dog,Transfer,Black/Orange,1
Dog,Transfer,Black/Red,17
Dog,Transfer,Black/Silver,5
Dog,Transfer,Black/Tan,636
Dog,Transfer,Black/Tricolor,94
Dog,Transfer,Black/White,2056
Dog,Transfer,Blue,105
Dog,Transfer,Blue Cream,2
Dog,Transfer,Blue Cream/Blue Tiger,1
Dog,Transfer,Blue Merle,55
Dog,Transfer,Blue Merle/Black,7
Dog,Transfer,Blue Merle/Brown,2
Dog,Transfer,Blue Merle/Gray,1
Dog,Transfer,Blue Merle/Red,1
Dog,Transfer,Blue Merle/Tan,9
Dog,Transfer,Blue Merle/Tricolor,1
Dog,Transfer,Blue Merle/White,36
Dog,Transfer,Blue Smoke/Brown,1
Dog,Transfer,Blue Tick,14
Dog,Transfer,Blue Tick/Black,7
Dog,Transfer,Blue Tick/Brown,3
Dog,Transfer,Blue Tick/Brown Brindle,1
Dog,Transfer,Blue Tick/Red Tick,3
Dog,Transfer,Blue Tick/Tan,2
Dog,Transfer,Blue Tick/Tricolor,3
Dog,Transfer,Blue Tick/White,6
Dog,Transfer,Blue Tiger,1
Dog,Transfer,Blue Tiger/White,4
Dog,Transfer,Blue/Blue,2
Dog,Transfer,Blue/Brown,2
Dog,Transfer,Blue/Brown Brindle,2
Dog,Transfer,Blue/Gray,2
Dog,Transfer,Blue/Silver,1
Dog,Transfer,Blue/Tan,28
Dog,Transfer,Blue/Tricolor,2
Dog,Transfer,Blue/White,385
Dog,Transfer,Brown,847
Dog,Transfer,Brown Brindle,299
Dog,Transfer,Brown Brindle/Black,19
Dog,Transfer,Brown Brindle/Blue,1
Dog,Transfer,Brown Brindle/Brown,4
Dog,Transfer,Brown Brindle/Brown Merle,1
Dog,Transfer,Brown Brindle/Liver Tick,1
Dog,Transfer,Brown Brindle/Red Tick,2
Dog,Transfer,Brown Brindle/Tricolor,1
Dog,Transfer,Brown Brindle/White,451
Dog,Transfer,Brown Merle,27
Dog,Transfer,Brown Merle/Black,2
Dog,Transfer,Brown Merle/Brown,2
Dog,Transfer,Brown Merle/Tan,3
Dog,Transfer,Brown Merle/White,21
Dog,Transfer,Brown Tiger,6
Dog,Transfer,Brown Tiger/White,4
Dog,Transfer,Brown/Black,472
Dog,Transfer,Brown/Brown,11
Dog,Transfer,Brown/Brown Brindle,2
Dog,Transfer,Brown/Buff,3
Dog,Transfer,Brown/Chocolate,1
Dog,Transfer,Brown/Cream,10
Dog,Transfer,Brown/Fawn,1
Dog,Transfer,Brown/Gray,12
Dog,Transfer,Brown/Red,4
Dog,Transfer,Brown/Red Tick,1
Dog,Transfer,Brown/Silver,2
Dog,Transfer,Brown/Tan,106
Dog,Transfer,Brown/Tricolor,46
Dog,Transfer,Brown/White,989
Dog,Transfer,Brown/Yellow,1
Dog,Transfer,Buff,142
Dog,Transfer,Buff/Black,4
Dog,Transfer,Buff/Brown,2
Dog,Transfer,Buff/Cream,2
Dog,Transfer,Buff/Gray,3
Dog,Transfer,Buff/Red,1
Dog,Transfer,Buff/Red Tick,1
Dog,Transfer,Buff/Tan,7
Dog,Transfer,Buff/White,30
Dog,Transfer,Chocolate,133
Dog,Transfer,Chocolate/Black,1
Dog,Transfer,Chocolate/Brown,5
Dog,Transfer,Chocolate/Brown Merle,1
Dog,Transfer,Chocolate/Chocolate,2
Dog,Transfer,Chocolate/Red,2
Dog,Transfer,Chocolate/Tan,60
Dog,Transfer,Chocolate/Tricolor,1
Dog,Transfer,Chocolate/White,200
Dog,Transfer,Cream,230
Dog,Transfer,Cream/Black,18
Dog,Transfer,Cream/Brown,5
Dog,Transfer,Cream/Brown Merle,1
Dog,Transfer,Cream/Gold,1
Dog,Transfer,Cream/Gray,1
Dog,Transfer,Cream/Red Tick,1
Dog,Transfer,Cream/Silver,1
Dog,Transfer,Cream/Tan,20
Dog,Transfer,Cream/Tricolor,1
Dog,Transfer,Cream/White,44
Dog,Transfer,Cream/Yellow,1
Dog,Transfer,Fawn,85
Dog,Transfer,Fawn/Black,26
Dog,Transfer,Fawn/Blue,1
Dog,Transfer,Fawn/Brown,2
Dog,Transfer,Fawn/Cream,1
Dog,Transfer,Fawn/Gray,1
Dog,Transfer,Fawn/Tan,2
Dog,Transfer,Fawn/Tricolor,1
Dog,Transfer,Fawn/White,111
Dog,Transfer,Gold,47
Dog,Transfer,Gold/Black,2
Dog,Transfer,Gold/Brown,1
Dog,Transfer,Gold/Buff,1
Dog,Transfer,Gold/Cream,1
Dog,Transfer,Gold/Tan,2
Dog,Transfer,Gold/White,16
Dog,Transfer,Gray,77
Dog,Transfer,Gray/Black,27
Dog,Transfer,Gray/Blue Merle,1
Dog,Transfer,Gray/Brown,6
Dog,Transfer,Gray/Cream,4
Dog,Transfer,Gray/Fawn,1
Dog,Transfer,Gray/Gold,1
Dog,Transfer,Gray/Gray,2
Dog,Transfer,Gray/Silver,2
Dog,Transfer,Gray/Tan,16
Dog,Transfer,Gray/Tricolor,1
Dog,Transfer,Gray/White,102
Dog,Transfer,Liver Tick,1
Dog,Transfer,Liver Tick/Brown,3
Dog,Transfer,Liver Tick/White,1
Dog,Transfer,Liver/Chocolate,1
Dog,Transfer,Liver/Liver Tick,1
Dog,Transfer,Liver/Tan,1
Dog,Transfer,Liver/White,9
Dog,Transfer,Orange/Tan,2
Dog,Transfer,Orange/White,1
Dog,Transfer,Red,336
Dog,Transfer,Red Merle,18
Dog,Transfer,Red Merle/Brown Merle,1
Dog,Transfer,Red Merle/White,9
Dog,Transfer,Red Tick,29
Dog,Transfer,Red Tick/Blue Tick,1
Dog,Transfer,Red Tick/Brown,1
Dog,Transfer,Red Tick/Orange,1
Dog,Transfer,Red Tick/Red,1
Dog,Transfer,Red Tick/Tan,1
Dog,Transfer,Red Tick/Tricolor,1
Dog,Transfer,Red Tick/White,11
Dog,Transfer,Red/Black,57
Dog,Transfer,Red/Blue,1
Dog,Transfer,Red/Brown,5
Dog,Transfer,Red/Buff,1
Dog,Transfer,Red/Cream,4
Dog,Transfer,Red/Gold,1
Dog,Transfer,Red/Gray,2
Dog,Transfer,Red/Red,1
Dog,Transfer,Red/Tan,17
Dog,Transfer,Red/Tricolor,2
Dog,Transfer,Red/White,280
Dog,Transfer,Red/Yellow,1
Dog,Transfer,Sable,158
Dog,Transfer,Sable/Black,14
Dog,Transfer,Sable/Brown,6
Dog,Transfer,Sable/Buff,1
Dog,Transfer,Sable/Cream,2
Dog,Transfer,Sable/Red,1
Dog,Transfer,Sable/Tan,6
Dog,Transfer,Sable/White,88
Dog,Transfer,Silver,11
Dog,Transfer,Silver/Black,1
Dog,Transfer,Silver/Brown,4
Dog,Transfer,Silver/Red,2
Dog,Transfer,Silver/Tan,6
Dog,Transfer,Silver/White,6
Dog,Transfer,Tan,919
Dog,Transfer,Tan/Apricot,1
Dog,Transfer,Tan/Black,310
Dog,Transfer,Tan/Blue,1
Dog,Transfer,Tan/Blue Tick,1
Dog,Transfer,Tan/Brown,39
Dog,Transfer,Tan/Brown Brindle,1
Dog,Transfer,Tan/Buff,4
Dog,Transfer,Tan/Cream,12
Dog,Transfer,Tan/Fawn,1
Dog,Transfer,Tan/Gray,8
Dog,Transfer,Tan/Red,2
Dog,Transfer,Tan/Red Tick,2
Dog,Transfer,Tan/Silver,13
Dog,Transfer,Tan/Tan,12
Dog,Transfer,Tan/Tricolor,15
Dog,Transfer,Tan/White,948
Dog,Transfer,Tan/Yellow,2
Dog,Transfer,Tricolor,705
Dog,Transfer,Tricolor/Black,8
Dog,Transfer,Tricolor/Blue,2
Dog,Transfer,Tricolor/Blue Merle,6
Dog,Transfer,Tricolor/Brown,15
